title,link,press,datetime,content
"""간편복으로 냉방 에너지 절약"" 이석용 행장 '쿨 코리아 챌린지' 참여",https://n.news.naver.com/mnews/article/014/0005057518?sid=101,파이낸셜뉴스,2023.08.16. 오전 9:59,"[




이석용 농협은행장(왼쪽 세번째) 및 직원들이 '쿨 코리아 챌린지'에 동참해 기념 촬영을 하고 있다. NH농협은행 제공  [파이낸셜뉴스] NH농협은행은 시원한 간편복 착용으로 냉방 에너지 절약을 위한 '쿨 코리아 챌린지'에 이석용 NH농협은행장이 동참했다고 16일 밝혔다.   쿨 코리아 챌린지는 환경보호와 기후위기에 대응하는 공익 캠페인으로 국민의 참여를 장려하기 위해 각계 리더들이 소셜미디어를 통해 릴레이 방식으로 진행되고 있다.   이 행장은 지난 9일 이승열 하나은행장의 추천으로 NH농협은행 본사에서 직원들과 함께 캠페인에 참여했다. 다음 릴레이 참여 주자로는 한국농수산식품유통공사 김춘진 사장과 한국농업기술진흥원 안호근 원장을 추천했다.   이 행장은 ""일상 속 간편복 착용은 에너지 절약과 함께 업무 효율성도 향상시킬 수 있어 국민 누구나 손쉽게 ESG를 실천할 수 있는 방법""이라며 ""향후에도 일상생활 속 ESG를 실천할 수 있는 다양한 개선과제를 발굴하여 ESG경영 선도은행으로서의 역할을 다하겠다""고 말했다.   한편 농협은행은 지난 2021년부터 임직원의 복장 자율화를 시행하여 에너지 절약과 유연한 직장문화를 조성해 나가고 있다. 또한 지난 4월부터는 매월 10일을 '일회용품 없는 날'로 지정하고 본사 건물 전체에 텀블러 세척기를 설치하여 다회용기 사용을 지원하는 등 임직원의 자발적 탄소 감축 문화 조성과 기후 변화 완화를 위한 노력을 지속적으로 실천하고 있다. #NH농협은행 #릴레이 #챌린지 #쿨코리아  
]"
"호주 1위 로보어드바이저 품은 미래에셋, AI 금융서비스 본격화 ",https://n.news.naver.com/mnews/article/648/0000018743?sid=101,비즈워치,2023.08.16. 오전 11:14,"[
스탁스팟 인수…호주 연금시장 진출도 가속화활발한 기업 인수·합병(M&amp;A)을 통해 글로벌 자산운용사로서의 입지를 넓혀 가는 미래에셋자산운용이 이번에는 호주 1위 로보어드바이저(RA) 운용사를 새 식구로 맞아들였다.해외 유수 금융회사들을 필두로 인공지능(AI) 기반 산업을 활용한 비즈니스가 미래 성장동력으로 부상하는 점을 고려해 관련 시장 진출을 본격화하겠다는 목표에서다.



/그래픽=비즈워치미래에셋운용은 16일 호주 로보어드바이저 전문 운용사인 '스탁스팟(Stockspot)'을 인수했다고 밝혔다. 국내 금융그룹이 해외 로보어드바이저 전문 운용사를 인수하는 것은 이번이 처음이다.인수 가격은 2800만호주달러(약 240억원)로, 미래에셋운용이 스탁스팟의 지분 약 53%를 인수하는 방식이다. 잔여 지분은 정해진 기간 내 옵션 계약 구조에 따라 추가 인수하기로 했다.2013년 호주 시드니에서 설립된 스탁스팟은 지난 6월 기준 운용자산이 6억5000만호주달러(약 5700억원)에 달하는 호주 최대 로보어드바이저 전문 운용사다. 로보어드바이저(RA)란 '로봇(Robot)'과 '어드바이저(Advisor)'의 합성어다. AI가 알고리즘과 빅데이터 분석 등을 통해 개인의 투자 성향을 반영한 포트폴리오를 구성하고 운용하는 자산관리서비스를 말한다.스탁스팟은 자체 알고리즘을 기반으로 호주 시장에서 개인과 기관투자자를 대상으로 투자자문, 포트폴리오 관리 등의 종합 서비스를 제공하고 있다. 현재 고객은 1만3000명에 달한다.수년 전부터 로보어드바이저 운용사 인수를 꾀했던 미래에셋운용은 스탁스팟 인수를 기점으로 AI 기반 서비스를 접목한 금융시장에 본격 진출할 계획이다. 이미 글로벌 금융시장에선 AI 기반 산업을 활용한 비즈니스 주도권을 잡기 위한 경쟁이 시작됐다. 세계 최대 자산운용사 블랙록은 2015년 '퓨처어드바이저(FutureAdvisor)'를, 골드만삭스는 2016년 미국 퇴직연금 전문 로보어드바이저 '아니스트달러(Honest Dollar)'를 인수한 바 있다.올해로 해외 진출 20주년, 상장지수펀드(ETF) 시장 진출 17년째를 맞이한 미래에셋운용은 호주 이외에도 미국, 유럽 등 글로벌 시장에서 신성장동력인 AI를 활용한, 다양한 상품들을 선보이면서 글로벌 네트워크를 확장해가겠다는 계획이다.



스탁스팟 가상고객계좌 모바일 화면/사진=미래에셋자산운용 제공미래에셋운용은 아울러 스탁스팟과 미래에셋운용 호주법인, 미래에셋 호주 ETF 운용 자회사 'Global X Australia' 간의 시너지를 통해 호주 연금시장 진출도 본격화한다. 호주는 미국과 영국, 네덜란드에 이어 세계에서 네 번째로 큰 연금시장이다.스탁스팟은 현재 호주 연금시장의 약 30%를 차지하는 SMSF(Self Managed Super Fund·개인운영 퇴직연금) 계좌에 대한 자문서비스를 제공하고 있으며, 향후 연금과 관련된 다양한 자문포트폴리오를 선보일 방침이다.박현주 미래에셋그룹 회장은 ""이번 스탁스팟 인수를 계기로 호주뿐만 아니라 전 세계 글로벌 금융시장에서 미래의 성장동력인 AI와 로보 시장을 적극 공략할 계획""이라며 ""로보어드바이저를 또 하나의 신성장동력으로 차별화된 서비스를 제공할 수 있도록 노력하겠다""고 말했다.
]"
[특징주] KB·신한 등 금융지주 일제 하락…美은행 등급 하향 불똥,https://n.news.naver.com/mnews/article/011/0004226922?sid=101,서울경제,2023.08.16. 오후 2:24,"[
지방 금융지주·제주·기업은행도 하락세



[서울경제] KB금융(105560), 신한금융지주 등 대형 은행을 보유한 금융지주사들의 주가가 일제히 하락세를 보이고 있다. 최근 미국 은행들의 신용등급 하락 가능성이 커지면서, 미국 증시에서 은행주들이 무더기로 급락한 것이 국내 시장에도 영향을 끼친 것으로 보인다.16일 한국거래소에 따르면 오후 2시 10분 기준 국내 4대 금융지주인 KB금융(-1.36%), 신한지주(055550)(-1.14%), 우리금융지주(316140)(1.05%), 하나금융지주(086790)(-1.17%)의 주가가 전 거래일보다 하락세를 보이고 있다. 가장 낙폭이 큰 곳은 KB금융으로 전 거래일보다 700원 감소한 5만 900원에 거래 중이다.또 지방 금융지주 3사도 동반 하락 중이다. BNK금융지주(138930)(-1.20%), DGB금융지주(139130)(-0.95%), JB금융지주(175330)(-0.92%)는 전 거래일보다 1% 내외로 주가가 하락하는 모습이다. 또 별도로 상장돼 있는 은행주인 제주은행(006220)(-3.28%), 기업은행(024110)(-0.19%)도 하락세를 면치 못하고 있다.이처럼 국내 은행주들의 주가가 일제히 하락하고 있는 것은 최근 글로벌 신용평가사인 피치에서 미국 70여 개 은행들에 대한 신용등급 하락 가능성을 제기한 영향이 큰 것으로 분석된다.15일(현지시간) 피치의 크리스 울프 애널리스트는 CNBC 방송과 인터뷰에서 지난 6월 은행업계의 '영업환경' 등급을 'AA'에서 'AA-'로 낮췄으며, 고금리에 따른 수익성 악화로 인해 추가 하향 조정 가능성이 있다고 말한 바 있다. 또 울프 애널리스트는 은행업계 등급이 'AA-'에서 'A+'로 추가로 낮아지면 70곳이 넘는 미국 은행의 신용등급을 재평가해야 한다고도 했다.이날 해당 발언의 여파로 스탠더드앤드푸어스(S&amp;P) 500 은행 지수가 2.5% 하락했으며, 미국 주요 은행인 JP모건체이스, 뱅크오브어메리카와 웰스팍, 골드만삭스, 시티그룹, 모건스탠리 등은 크게는 4%에서 작게는 1%가량 주가가 하락했다. 또 중형 은행인 웨스턴 얼라이언스 뱅코프, 팩웨스트 뱅코프가 각각 3% 이상, 코메리카와 키코프도 4% 이상 하락했다.
]"
34세 이상 금지…금융위 '50년 주담대' 나이제한 검토,https://n.news.naver.com/mnews/article/015/0004880344?sid=101,한국경제,2023.08.16. 오후 2:24,"[
초장기 주담대, 'DSR 규제 우회 수단' 지적만 34세 미만으로 연령 제한



김주현 금융위원회 위원장을 비롯한 은행장들이 16일 오전 서울 중구 은행연합회에서 열린 수출금융 종합지원 방안 관련 간담회에서 기념 촬영을 하고 있다. 사진=뉴스1김주현 금융위원장이 50년 만기 주택담보대출(주담대)에 연령 제한을 두는 방법에 대해 ""공감하며 보고 있다""는 입장을 내놨다. 주담대가 최근 가계대출 증가 요인으로 지목된 데 따른 것으로 보인다.김 위원장은 16일 '수출금융 종합지원 방안' 간담회 이후 기자들과 만나 ""4월부터 주담대가 증가하고 있는데 (초장기 만기 주담대가) 어떤 연령대에서 어떤 목적으로 쓰고 있는지 종합적으로 본 뒤 어느 정도까지 용인할지 판단할 수 있다""고 밝혔다.이달 들어 열흘 만에 주담대가 1조원 이상 늘어나는 등 가계 대출 증가세가 이어지고 있다. 초장기 주담대(50년 만기 등)가 총부채원리금상환비율(DSR) 규제 우회 수단으로 활용되고 있다는 지적이 나온다.이에 금융당국은 만 34세 미만으로 연령을 제한하는 방안 등을 검토하고 있는 것으로 알려졌다.다만 김 위원장은 ""아직 (구체적인 규제 방향은) 결정된 방향은 없다""고 말했다.가계부채 증가세에 대해서는 ""재정을 풀거나 부채로 소비를 유도하는 게 제일 쉬운 방법인데 결국 상환 문제가 남기 때문에 과도하게 부채가 늘어나는 건 좋지 않다""며 ""다만 자산소득이 높지 않은 취약계층은 경기회복이 지연되면 연체율이 높아질 수밖에 없는데 갑자기 가계대출을 줄이면 또 어려워져 적정 수준에서 한도를 관리해야 한다""고 설명했다.특례보금자리론에 대해서도 언급했다.김 위원장은 50년 주담대와 마찬가지로 가계대출 확대의 주범으로 지목되는 정책모기지상품 '특례보금자리론'에 대해서는 ""특례보금자리론은 1주택자가 대상인 상품으로 젊은 층의 생활 안정화를 위한 것""이라며 ""그것(특례보금자리론) 때문에 부채가 늘어난 건 맞지만 그것도 안 한다면 젊은 분들이 힘들어질 것""이라고 밝혔다.이어 ""특례보금자리론은 연간 목표치에 거의 차고 있다""며 ""금리는 시장금리 등을 고려해 조정될 것""이라고 덧붙였다. 
]"
수출금융 종합지원 방안 간담회 참석한 은행장들,https://n.news.naver.com/mnews/article/421/0006991959?sid=101,뉴스1,2023.08.16. 오전 10:28,"[




(서울=뉴스1) 이재명 기자 = 김광수 은행연합회 회장을 비롯한 은행장들이 16일 오전 서울 중구 은행연합회에서 열린 수출금융 종합지원 방안 관련 간담회에서 김주현 금융위원장의 모두발언을 듣고 있다. 2023.8.16/뉴스1
		]"
"앱테크 집착하다 '폰지 사기' 당할 수도..""高수익 홍보 앱은 경계해야""",https://n.news.naver.com/mnews/article/014/0005057772?sid=101,파이낸셜뉴스,2023.08.16. 오후 3:10,"[
고수익 홍보, 멤버십 투자 유도, 과도한 추천인 모집 앱은 걸러야투자금액 커질수록 많은 혜택 제공하는 방식은 다단계 폰지 사기  [파이낸셜뉴스]   



사진=뉴시스 사용자가 스마트폰 앱에서 특정 행동을 수행하고 금전적 보상을 받는, 이른바 '앱테크'가 인기를 얻고 있는 가운데 앱테크를 빙자한 다단계 방식의 폰지 사기도 극성을 부리고 있어 주의가 요구된다.   하나금융경영연구소는 16일 '소소하게 돈 버는 재미, 앱테크의 모든 것'이라는 보고서를 통해 SNS를 통한 고수익 홍보, 멤버십 투자 유도, 과도한 추천인 모집 및 개인 정보 요구 앱은 주의해야 한다고 당부했다.   박지홍 하나금융경영연구소 연구원은 ""최근 SNS를 통해서 새로운 앱들이 많이 홍보되고 있는데, 앱테크 자체로는 큰 금전적 이익을 볼 순 없으며 이를 제공한다고 홍보하는 앱들은 의심해 볼 필요가 있다""고 말했다. 일반적으로 효율이 좋다고 알려진 리워드 앱들이 월평균 1만원 내외 정도 수준을 제공하는데, 이것도 앱 안에서 다양한 앱테크들을 꾸준히 했을 때 가능한 금액이다.   일부 앱에서는 회원가입 유도 및 이벤트 신청을 하면서 각종 개인 정보를 요구하고 이를 다른 제휴사와 공유하기도 해 본인도 모르게 개인 정보가 마케팅 수단으로 활용되는 사례도 있었다. 특히 투자 금액이 커질수록 더 많은 혜택을 제공하는 방식은 폰지 사기의 가능성이 크다. 박 연구원은 ""실제 블로그와 SNS 등을 통해 일정 금액을 넣어두면 매일 이자처럼 수익을 얻을 수 있다고 홍보하는 사례들이 있는데 대부분 다단계 방식의 폰지 사기일 가능성이 높다""고 지적했다. 이같은 방식에서는 많은 사람들을 끌어들이는 것이 중요해서 상당수 홍보글에서 자신의 추천인 아이디를 기재하는 경우가 많으므로 이를 자세히 살펴보고 가입해야 한다.   또한 힘들게 적립한 포인트이지만 정작 쓸 수 있는 곳은 한정적인 경우도 많다. 현금화가 되지 않고 내부 상품몰 내 기프티콘 구매 등에만 사용 가능한 경우가 많으며 본인이 원하지 않는 상품만 구매할 수 있을 경우 역시 효용 가치가 떨어진다. 적립 받은 포인트 1원이 현금 1원의 가치와 다를 수도 있으며, 적립 받은 포인트의 유효 기간도 짧은 경우가 많아 특정 리워드 앱에 가입하기 전에 검색을 해보거나 이용약관을 꼼꼼히 살펴봐야 한다.   다만 크게 힘들이지 않고 소소한 재미로 앱테크를 해보고 싶다면 기존에 설치돼 있는 금융회사나 빅테크 앱을 우선적으로 살펴보는 것이 좋다. 별도의 리워드 전용 앱을 설치하지 않더라도 이미 스마트폰에 설치돼 이용하고 있는 앱 중에서 상당수가 앱테크 기능을 제공하고 있을 가능성이 높기 때문이다. 금융회사 및 빅테크들은 자사의 앱 이용률 제고를 위해 만보기, 출석체크, 오퍼월 광고 등 다양한 형태의 앱테크 기능을 경쟁적으로 제공하고 있다.   한편 인크루트가 성인남녀 1707명을 대상으로 앱테크 관련 설문조사를 벌인 결과 응답자 중 75%가 앱테크를 하고 있다고 답했다. 이들이 앱테크로 버는 수익은 일평균 312원이었는데 이 수치로 단순 계산해보면 매일 꾸준하게 참여 시 월 9360원, 연 11만2320원의 수익을 얻을 수 있다.
		]"
[부고] 배병한(보험연수원 본부장)씨 부인상,https://n.news.naver.com/mnews/article/119/0002740265?sid=101,데일리안,2023.08.16. 오후 1:50,"[
			[데일리안 = 부광우 기자] ▲신봉주씨 별세, 배병한(보험연수원 본부장)씨 부인상, 배준현·민형씨 모친상, 16일, 경희의료원장례식장 302호, 발인 18일 오전 8시, 장지 서울추모공원, 02-958-9721.
		]"
한국은행 자동화금고시스템,https://n.news.naver.com/mnews/article/001/0014134411?sid=101,연합뉴스,2023.08.16. 오후 3:40,"[




    (서울=연합뉴스) 16일 서울 중구 한국은행 본부 화폐수납장에서 열린 '자동화금고시스템 설명회'에서 자동화금고시스템이 시연되고 있다. 2023.8.16 [사진공동취재단]    photo@yna.co.kr
]"
상반기 카드사 실적보니…홀로 웃은 현대카드,https://n.news.naver.com/mnews/article/003/0012033249?sid=101,뉴시스,2023.08.16. 오전 11:43,"[
카드사 순이익 전년比 12.8%↓…조달비용 등 원인중저신용자 급전 수요 몰려…하반기는 '건전성 싸움'



[서울=뉴시스] 황준선 기자 = 31일 오전 서울 마포구 망원시장의 한 점포에서 점주가 신용카드로 물건을 결제하고 있다. 31일부터 연간 매출액 3억원 이하의 영세 가맹점에는 신용카드 0.5%, 체크카드 0.25%의 수수료가 적용되는 등 신용카드 가맹점 전체(313만6000개)의 95.8%에 해당되는 300만4000개의 가맹점에 대해 매출액 구간별로 우대수수료(0.5~1.5%)가 적용된다. 2023.07.31. hwang@newsis.com[서울=뉴시스] 한재혁 기자 = 국내 카드사들이 잇따라 상반기 실적을 발표한 가운데 현대카드를 제외한 카드사들이 지난해보다 부진한 성적을 기록한 것으로 나타났다. 하반기 역시 조달비용과 연체율 등 불확실성이 남아있는 상태인만큼 업황은 단기간에 회복하지 못할 것으로 점쳐진다.카드사 상반기 실적 '울상'…현대카드만 당기순익 1% 증가16일 금융감독원이 발표한 '2023년 상반기 신용카드사 영업실적(잠정)'에 따르면 상반기 중 전업카드사의 순이익은 1조4168억원으로 전년 동기 대비 2075억원(12.8%) 감소했다.카드사별로 살펴보면 업계 1위 신한카드가 전년 동기 대비 23.2% 감소한 3169억원, 2위사인 삼성카드는 같은 기간 8% 감소한 2906억원으로 나타났다. 또 KB국민카드는 1935억원으로 20.04% 하락했다. 이 외에도 하나카드는 38.8% 감소한 726억원, 우리카드는 819억원으로 38.7% 하락해 업계 하위사들은 하락 폭이 두드러졌다. 카드업계 전반이 불황을 겪고 있는 이유는 잇따른 조달비용 증가와 대손충당금 확충으로 인한 비용 지출이 꼽힌다. 지난해 하반기부터 한국은행의 기준금리 인상으로 여신전문회사채의 금리도 인상됐는데, 이 채권은 카드사들이 전체 자금 조달의 70~80%를 차지하는만큼 이자비용이 늘었다.하위사들의 부진이 심화된 것도 여전채 금리와 연관이 있다. 금융투자협회 채권정보센터에 따르면 전거래일인 지난 14일 여전채 3년물의 민금리를 보면 AA+는 4.461%, AA와 AA-는 각 4.552%, 4.801%로 집계됐다. 신용등급이 상대적으로 낮은 카드사일수록 조달비용 부담이 늘어날 수밖에 없다.카드사들 중 상반기 당기순익이 증가한 카드사는 현대카드와 롯데카드 뿐이다. 다만 롯데카드는 자회사인 '로카모빌리티' 매각으로 인한 일회성 처분이익이 반영돼 실질적으로 매각 효과를 제외한 당기순이익은 1079억원으로 전년동기 대비 39.1% 감소했다.현대카드의 경우 올해 상반기 당기순이익 1572억원을 시현해 전년 동기 대비 1% 증가했다. 지난 3월 애플페이 서비스 도입과 4월 아메리칸익스프레스(아멕스) 단독 파트너십 체결 등 회원 유입과 신용판매 실적에서 호조를 보여서다.현대카드의 금융 취급액은 상반기동안 4조4705억원으로 1조8655억원(29.4%) 감소했으나 신용판매 취급액은 71조6188억원으로 같은 기간 7조2666억원 늘어 10.6% 증가했다. 금융 취급액은 장기카드대출(카드론) 등 대출성 상품의 취급액을 뜻한다.회원 수는 지난해 말 이후 43만명 증가했는데, 애플페이 도입 이후 급속도로 유입한 2030세대가 이를 견인했다. 여신금융협회에 따르면 지난 6월말 기준 현대카드의 회원 수는 1179만명으로 KB국민카드의 1176만8000명을 웃돌고 있어 순위 변동 또한 발생했다.



[수원=뉴시스] 김종택 기자 = 경기도 공정특별사법경찰단은 지난 1월부터 영세자영업자나 저신용 서민에게 불법고금리 대출을 해주고 연 이자율 최고 38,274%의 고금리를 수취한 사채업자 일당을 검거했다고 16일 밝혔다. 사진은 불법 전단지 등 압수품. 2023.05.16. jtk@newsis.com 조달비용·건전성 문제 여전…""급전 필요 중저신용자 몰려""그럼에도 하반기 역시 업황은 순탄치 않을 것으로 보인다. 여전채 금리가 약 2달간 4%를 유지하는데다 한국은행이 추가 인상에 나설 가능성 역시 배제할 수 없다.김성진 나이스신용평가 연구원은 과거 보고서에서 ""2023년 1분기 신규발행 평균 금리를 2023년 만기도래 채권의 평균금리를 비교하면 약 1.7%포인트 높은 수준으로 신용카드사들의 조달비용이 상승할 것으로 예상된다""고 설명했다.건전성 리스크 역시 부각되고 있다. 상반기 카드사 연체율은 1.58%로 지난해 말보다 0.38%포인트 상승했다. 급전이 필요한 취약차주들이 카드론 등 대출성 상품으로 몰려서다. 금융감독원이 국회 정무위원회 소속 양정숙 의원실에 제출한 자료에도 이같은 상황이 나타났다. 코로나19 등 경제악화로 신용회복 신청건수와 소액대출 신청건수는 상반기에만 각각 9만1981명, 2만3264명으로 연말께는 역대치를 나타낼 것으로 보인다. 이들이 대출받은 기관은 신용카드사, 대부업체, 시중은행, 저축은행 순인데 신용카드사였던 경우는 평균 21만4536건으로 전체의 40%가량을 차지하고 있다. 지난 2018년 연체율은 6.7%(2202명)였으나 2022년에는 연체율이 10.5%(6998명)까지 급증했다.양 의원은 ""신용회복 성실상환자마저 소액대출이 크게 늘어나고 있고 연체율이 3배 이상 치솟은 것은 우리 경제가 그만큼 어렵다는 사실을 단적으로 보여주는 것""이라고 말했다．
]"
"5·9호선 여의도역명, '신한투자증권역' 함께 쓰인다",https://n.news.naver.com/mnews/article/001/0014132956?sid=101,연합뉴스,2023.08.16. 오전 9:43,"[




2023.8.16 [신한투자증권 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 윤선희 기자 = 지하철 5호선에 이어 9호선의 여의도역이 신한투자증권역으로 함께 쓰인다.     신한투자증권은 서울메트로9호선의 여의도역 역명병기 유상 판매 입찰에 낙찰됐다고 16일 밝혔다.    이에 따라 다음 달 1일부터 각종 노선도와 안내 표지판에 여의도역명 옆이나 괄호 안에 '신한투자증권'이 추가로 표시된다. 5호선 여의도역은 작년부터 병행 표기되고 있다.     여의도역은 역사 인근에 14개 증권사가 포진해 증권, 금융 중심지의 상징성이 있고 매달 300만명 이상이 이용하고 있다.     김수영 브랜드홍보본부장은 ""금융 중심지 여의도의 역사와 성장을 함께 해온 만큼 사명을 역명으로 쓰게 된 데 큰 의미가 있다""며 ""브랜드 경쟁력을 한 단계 높이고 고객과 더 밀접하게 다가가겠다""라고 밝혔다.     indigo@yna.co.kr
]"
"현대해상, '발달지연 아동 미술치료' 계도기간 늘린다",https://n.news.naver.com/mnews/article/417/0000942404?sid=101,머니S,2023.08.16. 오후 2:41,"[




현대해상이 발달지연 아동에 실손보험금 지급을 당분간 이어간다. 사진은 현대해상 광화문사옥./사진=현대해상   현대해상이 당분간 발달지연 아동의 미술·놀이치료에 대해 실손보험금 지급을 이어간다. 현대해상이 해당 치료에 실손보험금 지급기준을 강화하면서 의료계 등의 논란이 커지자 금융당국은 현대해상에 속도조절을 주문했다.  현대해상은 과잉진료가 의심되는 치료기관들을 대상으로 한 계도조치에 집중한다는 방침이다.  16일 보험업계에 따르면 현대해상은 발달지연 아동들이 놀이·미술치료 후 실손보험금을 청구할 경우 과잉진료가 의심되는 치료기관 등에 대한 모니터링 강화에 집중하고 고객 계도 기간을 늘리는 등 세부 대책을 마련한다는 방침이다.헌대해상이 발달지연 아동 놀이·미술치료에 대한 실손보험금 지급 기준 높이기에 나선 것은 지난 2017년부터 매년 발달지연 실손보험금 청구건수·금액이 급증하고 있기 때문이다. 현대해상의 발달지연 관련 지급보험금은 2017년 약 50억원에 불과했지만 2021년에는 380억원으로 4년만에 8배 가까이 증가했다. 보험업계 전체적으로 봤을 때 발달지연 관련 지급보험금은 2018년 200여억원에서 2022년 1185억여억원으로 5.9배 이상 증가한 것으로 추정된다. 발달지연 환자도 증가했다. 건강보험심사평가원 질병 통계에 따면 발달지연 환자(R62 코드 기준)는 코로나 전 2019년 6만1849명에서 지난해 10만3107명으로 3년 새 4만명 이상 증가했다.   R코드는 원인질환이 확인되기 전까지 부여하는 임시 코드로 이 중 R62는 사회성·언어지연에 해당한다. 현재 '자폐 진단'인 F코드를 받으면 관련 치료비는 실손보험에서 보상하지 않는다. 일부 치료기관들은 실손보험금을 받기 위해 사실상 '허위 진단서'를 발급하는 상황이다. 무면허 발달치료기관 설립을 유도하는 브로커들의 활동도 문제다.  이들은 병원장 등과 협의해 실손보험금을 확보한 뒤 일정한 비율로 나눠서 갖는 것이다. 일부 브로커 경우 40여개의 무면허 발달치료기관과 제휴해 운영하는 중이다. 이들에게 지급한 실손보험금만 지난해 10여억원인 것으로 보험업계는 추정하고 있다. 이 같은 상황에서 금융당국이 현대해상에 속도조절을 주문한 것은 의료계의 반발이 예상보다 커지는 등 여론을 의식한 결과다. 앞서 대한소아청소년과행동발달증진학회, 대한아동병원협회, 한국뇌전증협회 등은 지난 6월27일 기자간담회를 열고 ""적법하게 훈련된 전문가들이 합법적으로 운영하는 의료기관에 대한 불신을 조장하는 부작용이 발생할 수 있다""며 ""발달지연아 치료 현장에서는 소아청소년과 의사의 지휘 아래 언어재활사, 놀이치료사, 미술심리치료사, 행동치료사 등 다학제 치료 전문가가 한 팀을 이뤄 협업하며 치료하고 있다""고 주장했다. 이에 금융당국도 현대해상에게 ""구체적으로 의료 행위 여부를 판단해야 한다""고 전한 바 있다. 현대해상 관계자는 ""계도기간 종료시점을 특정하진 않았지만 당분간 이어갈 것""이라며 ""모니터링을 강화하며 보험금 누수를 막는데 집중할 예정""이라고 말했다. 
]"
