,0
263,​#하나은행 #자연사랑어린이미술대회 #수상작발표​​『제 29회 하나은행 자연사랑 어린이 미술대회』​최종 수상작을 소개합니다! 🎨🎨​​우리 어린이들이 꿈꾸는 자연은 어떤 모습일까요?꼬마 화가들의 멋진 상상력이 돋보이는최종 수상 작품들을 함께 만나보세요! ​참여해준 모든 어린이들에게 감사와 박수를 보내요👏​​🖌 더 많은 수상작은 아래에서 확인!​https://bit.ly/2YNCvTc (프로필 링크 클릭!)​​#하나은행자연사랑어린이미술대회 #그림그리기 #미술대회​#어린이미술대회 #수상작 #하나금융그룹
264,"​#토크ONE : 별책부록3] ROE, ROA 이해하기​⠀​투자를 위한 기업의 가치 판별법? ​​현명한 결정을 하기 위해서는​무엇을 고민해야할까?🤔​​초보 투자자를 위한 토크ONE 별책부록 3탄!!​똑똑한 투자자가 되려면 이정도 공부는 필수🤓​​지금 바로 확인해보세요!​​📺 풀영상 보러가기​https://youtu.be/yQ7mWR0_kwE (프로필 링크 클릭)​​#하나TV #토크ONE별책부록 #하나금융그룹 #주식용어 #기업가치 #기업투자 #자기자본이익률 #ROE #ROA #총자산순이익률"
265,"​#2021모두하나데이 #희망나눔온택트캠페인 #착한소비챌린지​​하나금융그룹과 함께하는 <착한소비 챌린지> ​첫 번째 기획전을 소개합니다٩( ᐛ )و ​(주차별로 오픈됩니다)​​환경을 생각하고 발달장애인, 미혼모,​농촌 어르신의 일자리 창출에 기여하는​사회적기업을 응원해주세요!❤️​​❤️착한소비 참여하기​✔참여기간: 2021. 11. 11(목) ~ 2022. 1. 11(화)​✔참여 방법​① 네이버 > 해피빈 > 펀딩 >​ ​ ​ ​ ‘하나금융그룹과 함께하는 착한소비챌린지 기획전’ 접속​② 펀딩 참여하기 (제품구매)​👉https://bit.ly/3bYxYAm (프로필 링크 클릭)​착한소비챌린지 영상으로 만나기​👉https://youtu.be/34zObyFCAZk​​[#참여EVENT] (~'22.1.11 참여)​펀딩 참여 인증샷을 인스타그램에필수해시 태그와 함께 올려주세요. (전체공개 필수)​20명을 추첨해 커피 쿠폰을 드립니다!​<필수 해시태그>​#2021모두하나데이 #하나착한소비챌린지 #하나금융그룹​​#모두하나데이 #희망나눔 #온택트캠페인 #ESG #착한소비 #사회적기업 #해피빈펀딩"
266,"​[#EVENT] 11월 11일, 2021 모두하나데이​#11시11분오픈 #111명 #선착순공유이벤트​​2021모두하나데이 | 희망나눔 온(溫)택트 캠페인​​하나금융그룹의 ESG 대축제인 '모두하나데이’가​올해로 11번째를 맞이했습니다!!​​많은 분들이 따뜻한 마음을 나눌 수 있도록​지금 바로! 본 게시물을 리그램하고(전체공개 필수)​아래 댓글에 함께할 @친구를 소환해​모두하나데이 소식을 알려주세요!​#2021모두하나데이 #하나금융그룹🎁 선착순 111명/ 스타벅스 아.아 기프티콘 선물 🎁 ​​<2021 모두하나데이> 이렇게 진행됩니다!👇👇​─────────────────────​💚 사랑의 김장나눔​다가오는 추운 겨울 취약계층의​건강한 먹거리를 지원하기 위해​임직원과 가족이 함께 김장을 진행하여 전달할 예정입니다.​─────────────────────​💚 착한소비챌린지​사회문제를 해결하는 사회적기업을 위해​해피빈 펀딩 참여로 함께 응원해주세요!​* 참여기간: 2021. 11. 11(목) ~ 2022. 1. 11(화)​* 펀딩참여: https://bit.ly/3bYxYAm​ ​ ​ 네이버 > 해피빈 > 펀딩> (상단배너)​ ​ ​ '하나금융그룹과 함께하는 착한소비챌린지 기획전'​─────────────────────​💚 Fall in 옷장​옷장 속 안 입는 옷을 기부하여​이웃을 위한 따뜻한 나눔을 전해주세요!​* 참여기간: 2021. 11. 11(목) ~ 11. 26(금)​* 참여방법: 가까운 하나은행 영업점에 방문 접수​* 자세히보기: https://bit.ly/3F48WfQ (게시물참조)​─────────────────────​💚 신생아를 위한 털모자 뜨기​국내 미혼모 가정과 해외 신생아에게 지원될​신생아 털모자 뜨기 봉사에 참여해주세요!​* 신청기간: 2021. 11. 11(목) ~ 11. 21(일)​* 참여방법: 신청서 양식 작성 (프로필링크 참조)​* 자세히보기: https://bit.ly/3H8tq8V (게시물참조)​─────────────────────​💚 하나 제로-백 챌린지​'필요없는 데이터는 Zero, 깨끗한 메일함으로 Back'​지금 바로 메일함을 정리하고,​디지털 탄소발자국 줄이기에 동참해주세요!​​* 참여기간: 2021. 11. 1(월) ~ 11. 30(화)​* 참여방법:​ ​ ​ ☑️쌓여있는 메일지우기, 스팸메일 차단하기,​ ​ ​ ​ ​ ​ ​ ​ 첨부파일 따로 저장하기, 휴지통 비우기 미션 후​ ​ ​ ☑️인스타그램에 참여 인증샷 올리기​* 자세히보기: https://bit.ly/3F4opMH (게시물참조)​​#모두하나데이 #하나금융그룹 #행복한금융 #BigStepForTomorrow #ESG #나눔 #김장나눔 #착한소비챌린지 #폴인옷장 #봉사활동 #하나제로백챌린지"
267,"​#하나소셜벤처아카데미 #3기모집 #사회혁신창업가육성​ ​생수 = 투명 페트병 ? ​ ​환경에 부담되지 않는 포장으로 ​ ​바꿀 방법은 없을까?🤔 ​ ​트위스티드 제로의 아이디어는 바로, 종이팩💡 ​ ​이들의 아이디어가 현실화 되기까지 ​""하나 소셜벤처 아카데미""가 함께했답니다! ​ ​📺 풀영상 보러가기https://youtu.be/gDaXXeKv1bE ​(프로필 링크 클릭) ​✋✋✋잠깐! ​여러분에게도 사회문제를 해결하는 비즈니스 아이디어가 있다면, ​하나 소셜벤처 아카데미에 참여해보세요. ​세상을 변화시킬 사회혁신 창업가의 도전을 응원합니다! ​ ​[하나 소셜벤처 아카데미 3기 모집] ​✅ 모집 기간: 2021. 10. 26(화) ~ 2021. 11. 21(일) ​✅ 지원 자격: 창업 아이디어가 있고, MVP Test를 진행하고자 하는 (예비)창업팀 ​✅ 지원 방법: 온라인 접수 (https://hanasva.com) ​ ​#하나금융그룹 #하나파워온 #소셜벤처 #스타트업지원 #청년창업가 #사회적기업 #사회혁신창업 #창업가육성"
268,"​#의류기부캠페인 #폴인옷장 #함께해주세요 ​ ​의류자원 순환 제로웨이스트 캠페인 ​<폴인옷장>이 가을바람을 타고 왔습니다~🍂 ​ ​국내외 취약계층분들에게 따뜻한 나눔을 전하는 ​의류 기부 캠페인 <폴인옷장>에 동참해주세요🤗💜 ​✔영상보기: https://youtu.be/Oh_FLplKpFI (프로필 링크 클릭) ​ ​👕참여기간: 2021. 11. 11(목) ~ 11. 26(금) ​👕의류기부방법: 가까운 하나은행 영업점 방문 접수 ​ ​#EVENT ​<폴인옷장> 참여 후 인증샷을 공유해주세요! ​의미 있는 나눔에 동참하고 치킨 쿠폰도 받으세요~👏 ​✔인증샷 참여방법 ​1. 하나은행 영업점 방문 접수 시, 기부 인증샷 촬영 ​2. 본인 인스타그램에 해시태그와 함께 인증샷 업로드​ ​ ​ ​ *필수해시태그&전체공개​ ​ ​ ​ ​ #2021모두하나데이 #폴인옷장 #fallin옷장​ ​ ​ ​ ​ #하나의류기부 #하나금융그룹​3. 본 게시물 댓글에 ‘폴인옷장 참여완료’ 남기기 ​✔경품: 교촌치킨 오리지널 쿠폰 증정 (20명) ​ ​👚기부가능: 사계절/남녀노소 모든 의류 ​👚기부불가: 찢어짐, 오염/훼손된 의류, 한복&무술복 등 특수복 ​ ​“기부된 의류는 국내 노숙인과 ​동남아 취약계층을 위해 소중히 쓰입니다” ​ ​#의류리사이클링 #리사이클링 #폴인옷장캠페인 #ESG #하나금융그룹"
269,"​#환경을지키는챌린지 #탄소제로톱🌏#하나TV​​하나은행과 K리그가 함께하는​환경을 지키는 탄소 다이어트 챌린지 <탄소제로톱> 7화!​​특별 홍보 미션을 받은 곽민선 아나운서!​환경보호부터 탄소다이어트까지 알차게 전파하겠어😠🔥​TV는 탄소제로톱을 싣고~! 현장으로 고고!​📺 영상 보러가기:​https://youtu.be/c3iVgzR3NAY(프로필 링크 클릭!)​​🌱지구와 K리그의 미래를 지켜라!🌱​""'그린킥오프 FC'와 함께 친환경 미션에도 동참해주세요!""​그린킥오프FC 위클리미션 바로가기:​👉 https://bit.ly/그린킥오프FC​⠀​🎁위클리미션과 게임에 참여해 에코포인트를 모으고​갤럭시 z플립3부터 테블릿PC, 축구화, K리그 유니폼까지 다양한 경품에 응모하세요!​​#하나은행 #K리그 #ESG #탄소다이어트 #탄소다이어터 #그린킥오프 #하나금융그룹 #곽민선 #그린킥오프 #그린킥오프FC"
270,"​#2021모두하나데이 #봉사자모집 #신생아모자뜨기 ​​<2021 모두하나데이 희망나눔 온(溫)택트 캠페인>​국내 미혼모 신생아와 해외 신생아에게 지원 될​신생아 털모자 뜨기 봉사자를 모집합니다🙋​​그 어느때 보다 더 따뜻한 여러분의 온기를​신생아들에게 나누어 주세요❤️​​👶신생아 모자뜨기 봉사활동 신청​✔신청기간: 2021. 11. 11(목) ~ 11. 21(일)​✔모집인원: 100명​✔신청방법: 신청서 양식 작성​👉https://bit.ly/3mSmQLD (프로필 링크 클릭)​✔봉사내용: 니팅룸을 이용한 털모자 뜨기​ ​ ​ * 배송된 핸즈온 모자뜨기 키트 설명서를 보고​ ​ ​ ​ ​ 각자 집에서 니팅룸을 이용해 모자뜨기 완성​ ​ ​ * 완성된 모자를 12월 15일(수)까지 회송 (착불)​※ 봉사시간: 3시간 인정 (VMS)​※ 선정되신 분에게 개별 안내 예정​※ 선착순 마감됩니다.​여러분의 많은 관심과 참여를 기다립니다(രᴗര๑)💖​──────────────────​#참여EVENT ​봉사 참여 후, 완성한 털모자 인증샷을인스타그램에 올려주세요.​20명을 추첨해 커피쿠폰을 드립니다.​​* 기간: 2021. 12. 15(수) 까지​* 당첨자발표: 2021. 12. 17(금) 댓글 및 개별연락​* 경품: 스타벅스 카페라떼(20명)​* 참여방법: ​ ​ 완성한 신생아 털모자 인증샷 촬영 후,​ ​ #2021모두하나데이 #하나언택트봉사 #하나금융그룹해시태그와 함께 인스타그램에 전체공개로 업로드​⠀​#모두하나데이 #희망나눔온택트캠페인 #행복한금융 #BigStepForTomorrow #ESG #지속가능경영 #신생아털모자뜨기 #뜨개질봉사 #봉사활동"
271,"​#K리그1승격가자 #대전하나시티즌 #하나금융그룹​​11월 7일(일) 경기에서​대전하나시티즌이 FC안양을 3:1로 승리하며 ​승강플레이오프(PO)에 진출했습니다!👏👏👏​​응원해주신 팬 여러분께 진심으로 감사드립니다.​승강플레이오프는 ​12월 8일(수), 12월 12일(일)에 펼쳐질 예정입니다.​끝까지 많은 관심과 뜨거운 응원 부탁드립니다🙋💗​​#하나금융그룹축구단 #승강플레이오프 #K리그 #1부리그딱대 #우리올라간다🚀"
272,"​#퀴즈이벤트 #하나금융그룹 #두뇌풀가동​⠀​매년 💚11월 11일💚은 ​하나금융그룹의 OOOOOO 캠페인이 시작되는 날!​​올해는 11년 째를 맞아​희망나눔 온(溫)택트 캠페인으로​임직원, 손님, 이웃과 함께하는​더욱 의미 있고 다양한 행사로 진행될 예정입니다. ​​여기서 퀴즈!🙋​​#이벤트​OOOOOO에 들어갈 캠페인명을 맞혀주세요.​정답 작성 예시) 11월 11일은 OOOOOO​낱말퍼즐을 통해 문제를 풀고 댓글로 정답으로 외쳐주세요!​✍친구 태그하여 함께 푸는 사람 당첨 확률 UP!​​✔기간: 2021. 11. 4 (목) ~ 11. 10 (수)​✔발표: 2021. 11. 12(금), 본 게시물 댓글 및 개별 DM 발표​✔경품: 할리스커피 밀크티라떼 (10명)​⠀​#ESG #지속가능경영 #사회적가치창출 #행복한금융 #BigStepForTomorrow #2021모두하나데이 #낱말퍼즐"
273,"​팬 여러분의 응원에 힘입어​대전하나시티즌이 목표에 한걸음 더 가까이 다가왔습니다.​​승격을 위해 끝까지 응원해주세요! ⚽🏃‍♂​​2021년 11월 7일(일), 14:00~​대전하나시티즌 VS FC안양​안양종합운동장​​#하나원큐K리그 #대전하나시티즌 #준플레이오프 #플레이오프진출 #승격가자 #축구 #하나금융그룹"
274,​#토크ONE : 별책부록2​​이 기업의 주가가 싼지 비싼지​어떻게 알아요? 🤔​​재무제표에서 '이것'을 보면 알 수 있습니다!​​요점만 콕콕 찝어 쉽게 알려주는 경제 이야기​토크ONE 별책부록 2탄!​​영상에서 지금 바로 확인해보세요! ​📺 https://youtu.be/BRD25bc-dV0 (프로필 링크 클릭)​​#하나TV #토크ONE별책부록 #하나금융그룹 #재무제표 #기업주가 #PER #PBR #밸류에이션 #이벤트
275,"​#EVENT #채용정보 #디지털인재 #수시채용​​📢디지털 인재 주목📢​하나금융그룹에서 디지털 인재로 일하고 싶다면​이 영상은 꼭 보세요. 핵심만 쏙쏙~!​​하나은행과 하나금융TI에서 여러분의 꿈을 펼쳐보세요! 🤗​────────────────────​#이벤트​👉 아래 <핵심정리편> 영상을 끝까지 시청하시고,​ ​ ​ ​ ​ ""유튜브 영상 하단""에 댓글을 남겨주세요.​(좋아요도 꾹!) ​ ​ ​ ​ ​ ​ 🎥 핵심정리편 영상보기​ ​ ​ ​ ​ ​ ​ ​ https://youtu.be/R_enexLUGcg (프로필 링크 클릭!)​👉 본 게시물 댓글로 유튜브 닉네임과 함께​ ​ ​ ​ ​ #미션완료 를 남기면 끝!​👉추첨을 통해 선물을 드려요! 🎁🎁🎁​​✔참여기간: 2021. 11. 02(화) ~ 11. 14(일)​✔당첨자발표: 2021. 11. 16(화), 본 게시물 댓글/개별 DM​✔경품: 투썸플레이스 아메리카롱 세트 (10명)​#하나금융그룹 #디지털채용 #하나은행 #하나금융TI #디지털 #IT"
276,​#하나TV #33만돌파 #구독이벤트 #EVENT​​🎈🎈ミ⭐하나TV 구독 EVENT⭐彡🎈🎈​​드디어! 하나금융그룹 유튜브 <하나TV>가​구독자 33만을 돌파했돌!​​아직 구독하지 않은 팬들을 위해 이벤트를 준비했돌!​오늘부터 구독 꾸욱! 😘​​[참여방법]​1) '하나금융그룹 유튜브' 채널 구독​ ​ ​ ​ ​ 👉📺 프로필 링크를 통해 하나TV 유튜브 가기!​2) 구독 캡쳐 화면을 인스타그램 DM으로 보내고​ ​ ​ ​ 축하메시지를 본 게시물 댓글로 남기기​ ​ ​ ​ *추첨을 통해 선물을 드린돌!​💡 친구 태그하여 함께 참여하면 당첨 확률 UP!​​✔기간: 2021. 11. 2(화) ~ 11. 12(금)​✔발표: 2021. 11. 16(화) *본 게시물 댓글 및 개별 DM 발표​✔경품: 스타벅스 에스프레소 프라푸치노 (10명)​​#하나금융그룹 #하나금융그룹유튜브 #유튜브구독 #하나TV구독 #이벤트
277,"​#하나제로백챌린지 #디지털탄소발자국줄이기 #EVENT​⠀​""필요없는 데이터는 Zero, 깨끗한 메일함으로 Back!""​<하나 제로-백 챌린지 릴레이>​​무심코 쌓아둔 이메일이 환경 오염을 일으킨다는 사실!​지금 바로 메일함을 열어 메일을 정리하고​탄소배출 줄이기에 동참해주세요!🌏​​[📍 미션] ​✅ 쌓여있는 메일지우기​✅ 스팸메일 차단하기​✅ 첨부파일 따로 저장하기​✅ 휴지통 비우기(메일 완전 삭제)​👉영상으로 확인하기: youtu.be/rOJNcU0hc9s(프로필 링크 클릭)​🌳챌린지 참여방법​Step.1 위의 미션을 실천하고 인증샷 촬영하기!​Step.2 릴레이로 참여할 2명을 지목하여​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ 필수 해시태그와 함께​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ 본인 인스타그램에 인증샷업로드! ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ (전체공개 필수)​*필수 해시태그: #하나제로백 #하나탄소제로 #하나그린스텝5 #하나금융그룹​✔기간: 2021. 11. 1 (월) ~ 11. 30 (화)​​───────────────────​#이벤트​챌린지에 동참해주신 분들 중, 20명을 추첨해​치킨 쿠폰을 드립니다!​✔발표: 2021. 12. 3(금), 본 게시물 댓글 및 개별 DM 발표​✔경품: 깐부치킨 크리스피치킨 (20명)​​※ 미션 실천을 확인할 수 있는 인증샷으로 올려주세요​ ​ ​ ​ - 메일함의 전과 후를 비교할 수 있는 사진​ ​ ​ ​ (단, 개인정보(이름/메일계정 등)가 노출될 수 있는 부분은 주의)​​#ESG #지속가능경영 #친환경 #제로백 #제로백챌린지 #탄소제로 #메일함관리 #2021모두하나데이"
278,"​#ESG_News​⠀​💌하나금융그룹 ESG뉴스레터 10월호가 뿅!​​Big Step for Tomorrow!​ESG경영 실천을 위한 하나금융그룹의 활동🌏​​'생물다양성협약' 금융권 공동지지 선언 참여부터​'오티즘레이스', '친환경 골프대회' 등​10월에도 다양한 소식이 있었는데요!🤗​​주요소식! 지금 확인해 볼까요? 💕​🔍하나금융그룹 ESG뉴스 10월호 확인하기!​https://youtu.be/V9k5FJ_EqY8​(프로필 링크 클릭!)​⠀​#ESG #하나금융그룹 #지속가능경영 #친환경 #생물다양성 #사랑하나오티즘 #친환경골프대회 #기부캠페인"
279,"​#토크ONE별책부록​​우리는 어떤 기업에 투자해야 할까?​하지만 그 판단은 쉽지 않은 법! ​​그러나! '토크ONE 별책부록'이 알려드리는​O.O.O.O를 잘 이해한다면 투자가치가 있는 기업을​누구보다 쉽고 빠르게 판단할 수 있다는데?!👨‍🏫​​알기 쉽게 풀어드리는 경제 이야기 토크ONE​영상에서 지금 바로 확인해보세요!​📺 https://youtu.be/fVRIbpOqEq0 (프로필 링크 클릭)​​#EVENT​토크ONE 별책부록의 시청소감을​""유튜브 영상내 댓글""에 남겨주세요.​인스타그램 DM으로 유튜브 댓글 인증 사진을 ​보내주시면 추첨해서 선물을 드려요!​⠀​✔ 기간: 2021. 10. 29(금) ~ 11. 7(일)​✔ 당첨자 발표: 2021. 11. 10(수)​✔ 경품: [기프티콘] 스타벅스 아메리카노 Tall (10명 추첨)​​도움이 되셨다면, 하나TV 구독, 좋아요, 알림설정까지! 😉​👉 토크ONE은 매월 4주차 수요일에 만나요! 👈​​#하나TV #토크ONE #하나금융그룹 #재무제표 #기업매출 #영업이익률 #ROE #부채비율 #이벤트"
280,"​#EVENT #하나은행 #디지털본부 #뱅크맨​​❗️디지털 인재 주목❗️​뱅크맨이 하나은행 디지털 본부를 탈탈 털어왔습니다!🕵‍♂🏦​​은행에서 하는 디지털 업무는 어떤 것들이 있을까요?​하나은행 디지털본부 직원들의 업무 환경은?? ​​할많하안..🙊 직접 확인하세요!​​#이벤트​1. 뱅크맨 영상을 끝까지 시청하시고,​ ​ ​ ​ ""유튜브 영상 하단""에 댓글을 남겨주세요.​2. 본 게시물 댓글로 작성한 유튜브 닉네임과 함께​ ​ ​ ​ #미션완료 를 남기면 끝!​추첨을 통해 선물을 드립니다~~ 🎁🎁🎁​​🎥 뱅크맨 영상 보고 댓글 남기기!​https://youtu.be/NXyOcj9_r7M (프로필 링크 클릭!)​​✔참여기간: 2021. 10. 28 (목) ~ 11. 5 (금)​✔당첨자발표: 2021. 11. 9(화), 본 게시물 댓글 및 개별 DM 발표​✔경품: BHC치킨 뿌링클+콜라 세트 (10명)​​#하나TV #하나금융그룹 #채용 #취업 #디지털 #IT #직무소개 #직무탐방 #IT금융회사"
281,"​#하나금융그룹 #하나소셜벤처아카데미 #모집시작​​소셜벤처 육성 프로그램인​📢<하나 소셜벤처 아카데미> 3기를 모집합니다!​​사회문제를 해결하는 아이디어가 있거나​MVP를 진행하고자 하는 창업팀, 혹은 예비 창업팀이라면 주목!​​비즈니스 관점 도출부터 아이템 구체화, ​고객 검증에 이르는 MVP 과정을​하나 소셜벤처 아카데미가 함께합니다! 🤝​​사업화 지원금과 사무 공간, 투자 프로그램까지​창업팀에게 꼭 필요한 혜택과 프로그램이 준비되어 있는하나 소셜벤처 아카데미 3기! 👏👏👏​​많은 창업가 여러분들의 지원을 기다립니다❗​​🏆우수팀 혜택​- 2,000만원 상당의 사업화 지원금​- 하나 소셜스퀘어 사무 공간 6개월 지원​- 뉴블랙 ESG 인베스트먼트 프로그램 참여 기회 제공​​📌참가 혜택​- 팀당 150만원 MVP 지원금​- MVP 과정에 특화된 체계적인 창업교육​- 사회혁신 창업가 네트워크 ud.alumni 가입​​📌접수기간 : 21.11.21(일) 23시 59분까지​📌지원방법 : 공식홈페이지를 통한 접수(http://hanasva.com/)​─────────────────────​* MVP(Minimum Viable Product): 아이디어를 검증해볼 수 있는 최소기능제품​​#소셜벤처 #HSVA #스타트업지원 #사회혁신창업가 #소셜벤처육성 #창업지원금"
282,"​#다름을이해하는달리기 #사랑하나오티즘 #함께해요​​자폐인과 당신이 서로 다르지 않음을 알아가는​4.2km의 달리는 응원석, '사랑,하나,오티즘 레이스'​​세상을 향한 그들의 도전이 외롭고 힘들지 않도록​하나금융그룹이 끝까지 함께 하겠습니다.🏃🏻​​오티즘레이스 영상으로 보기 (프로필 링크 클릭)​👉https://youtu.be/hmekW4pMWfQ​​#하나금융그룹 #같이하나 #하나은행 #오티즘레이스 #버츄얼레이스 #자폐성장애인식개선 #오티즘 #달리기"
283,"​#여자프로농구 #하나원큐여자농구단 #홈개막전​​하나원큐 2021-2022 시즌 개막까지​앞으로 3일!​─────────────────────​☑️ 2021년 10월 28일 목요일 오후 7시! ​☑️ 하나원큐 vs 삼성생명​─────────────────────​하나원큐여자농구단의 홈개막전이 시작됩니다🏀⛹🏻‍♀️​​친구에게 홈개막전 소식 알리고,​랜선 응원도 준비해주세요!🌟​​@hanabasket_official​​#하나은행 #하나원큐 #하나원큐청라체육관 #여자농구 #농구"
284,"#탄소중립캠페인 #환경지키기프로젝트⠀환경도 지키고 경품도 얻을 수 있는 기회!⠀하나은행과 K리그가 함께하는그린킥오프FC 위클리 미션에 참여하세요!⠀💡잠깐 꿀팁!✨갤럭시Z플립3, 갤럭시태블릿S7 FE, 갤럭시워치4 등✨⠀열심히 위클리미션에 참여해 에코포인트를 모을수록대박 경품에 한 발짝 더 가까워집니다😉⠀그린킥오프FC와 함께지금 바로 미션 훈련 게임에 참여하러 가볼까요?👉 https://green.kleague.com (프로필링크 클릭)⠀<유의사항>* 플레이더월드 계정 로그인 시에만 참가 완료됩니다. (그린킥오프 홈페이지 로그인 X)* 이벤트 기간에 플레이된 점수만 참여되며, 기존 플레이한 기록은 해당되지 않습니다.---------------------------------------#공유EVENT환경지키기에 많은 분들이 동참할 수 있도록그린킥오프FC 캠페인 소식을 널리 알려주세요.⠀✅참여방법- 본 게시물 본인 인스타그램에 리그램 후,아래 '참여완료' 댓글남기기- #그린킥오프FC #그린킥오프 해시태그 필수,리그램 게시물 전체공개 필수✅일시: 2021.10.22(금) ~ 10.29(금)✅경품: 스타벅스 아이스 아메리카노 (10명)⠀#하나은행 #K리그 #KLEAGUE #탄소제로톱 #ESG #하나금융그룹 #이벤트 #EVENT"
285,"#KPGA #하나은행인비테이셔널 #LetsGoGreen<하나은행 인비테이셔널>이 개막했습니다.─────────────────⛳2021 하나은행 인비테이셔널⛳일시: 2021. 10. 21(목)~10. 24(일) 장소: 베어즈베스트 청라 GC─────────────────이번 대회는 다양한 업사이클링 용품과친환경 물품을 사용하고ESG실천을 위한 기부금 모금 이벤트도 진행하는데요!공장에서 버려지는 자투리 마스크 원단,마스크 불량품 등을 활용해업사이클링 플라스틱 화분을 만들고,대회에 쓰이는 주요 장치 시설도 하나금융그룹 챔피언십 대회에 사용했던 것을 재활용 하는 등친환경 골프대회 실천을 위해 많은 노력을 기울였답니다! 개막을 하루 앞두고20일 공식 미디어데이가 열렸었는데요.우리 선수들을 사진으로 만나보실까요?🏌#하나은행 #인비테이셔널 #하나은행골프 #골프대회 #골프 #골프선수 #하나금융그룹ESG #ESG #하나금융그룹"
286,"⠀#환경을지키는챌린지 #탄소제로톱🌏#하나TV  하나은행과 K리그가 함께하는 환경을 지키는 탄소 다이어트 챌린지 <탄소제로톱> 6화!  오늘의 미션은~?장애부모 및 조손가정 청소년의 결식과영양 불균형을 해소할 '같이도시락'에 함께하라!⠀그런데... 2,000인분 도시락을 만들어야한다고?🍱과정은 힘들었지만 행복한 아이들의 표정을 보니 사르르~😊⠀환경도 지키고 마음도 뿌듯했던 이번 미션! 함께 볼까요? 📺 영상 보러가기: https://bit.ly/2XyjmnS (프로필 링크 클릭!)  🌱지구와 K리그의 미래를 지켜라!🌱 ""'그린킥오프 FC'와 함께 친환경 미션에도 동참해주세요!"" 그린킥오프FC 위클리미션 바로가기: 👉 https://bit.ly/그린킥오프FC ⠀🎁위클리미션과 게임에 참여해 에코포인트를 모으고 갤럭시 z플립3부터 테블릿PC, 축구화, K리그 유니폼까지 다양한 경품에 응모하세요!  #하나은행 #K리그 #ESG #탄소다이어트 #탄소다이어터 #그린킥오프 #하나금융그룹 #곽민선 #조원희 #박문성 #같이도시락"
287,"​#하나은행인비테이셔널 #KPGA​​백돌이 탈출을 위한 1분 골프 꿀팁 레슨!​<하나원큐 티칭클래스>​​앤서니가 알려주는 클럽별 꿀팁 확인하고,​10월 21일부터 시작되는 하나은행 인비테이셔널을​더욱 재밌게 즐기세요!​────────────────────────​⛳2021 하나은행 인비테이셔널⛳​일시: 2021. 10. 21(목)~10 .24(일)​장소: 베어즈베스트 청라 GC ​────────────────────────​​친환경 골프대회로 진행되는 하나은행 인비테이셔널!​다양한 업사이클링 재활용 용품과 친환경 물품을 선보이고​ESG 실천을 위한 기부금 모금 이벤트까지 이번 대회에​많이 응원해주세요~!​​'하나원큐 티칭클래스' 바로가기​👉https://bit.ly/3ph9TwI​​#하나원큐티칭클래스 #하나금융그룹 #하나금융그룹골프 #하나원큐 #골프 #골프강의 #앤서니"
288,​#KPGA #하나은행인비테이셔널 #LetsGoGreen​​<2021 하나은행 인비테이셔널>​남자 프로 골프대회가 개최됩니다!🏌🏌​✅ 일시: 2021. 10. 21(목)~10. 24(일)​✅ 장소: 베어즈베스트 청라 GC​----------------------------------------------------하나은행 인비테이셔널은 친환경 골프대회로​진행되어 더욱 특별한데요!​다양한 재활용 용품과 친환경 물품이 쓰여져​그 어느때보다 착한 골프 대회가 된다는 소문이~😇​​10월 21일 시작되는 이번 대회에​많은 관심과 사랑 부탁드려요 ​ ʕ •ɷ•ʔฅ💕​​#하나은행 #인비테이셔널 #하나은행골프 #골프대회 #골프 #골프선수 #하나금융그룹ESG #ESG #하나금융그룹
289,"​#EVENT #하나금융그룹챔피언십 #앤서니의나이스샷​​하나금융그룹 챔피언십을 더욱 재밌게 즐기는 방법!​하나TV가 준비한 특집 프로그램​<앤서니의 나이스샷> 5화 보러가쟈!!⛳​​2021 하나금융그룹 챔피언십이 열리는​포천 아도니스CC 코스를 경험해 보았다구?!😲​​골린이 홍윤화(@yunhwahong)와 앤서니의 대결!​진 사람이 이긴 사람 업어주기 벌칙이라니😂​엄청난 승부의 결과 지금 바로 공개(۶•౪•)۶ ​ ​​#이벤트​영상을 끝까지 시청하시면, ​마지막에 깜짝 퀴즈가 나갑니다. ​퀴즈 응모하시고, 푸짐한 선물 받아가세요!🎁​​📍앤서니의 나이스샷 5화 풀버전 보기​: youtu.be/MjWcrt2KouI(프로필 링크 확인)​​👉힌트보기 : http://naver.me/5izkM05j​​✔️참여기간: 2021년 10월 1일(금) ~ 10월 5일(화)​✔당첨자발표: 2021년 10월 7일(목), 하나금융그룹 유튜브 커뮤니티 탭 ​✔경품:​ ​ - 대회 모자 (5명)​ ​ - 대회 우산 (5명) ​ ​ ​ ​ ​ ​ - 브리지스톤 골프공 (5명)​ ​ - 콜란토테 건강 팔찌 (5명)​ ​ - 써모스 텀블러(5명)​​✨ 본 이벤트는 유튜브에서 진행됩니다.​​#하나TV #하나금융그룹 #골프레슨 #PGA #홍윤화 #개그우먼홍윤화 #골린이 #PGAclass #KLPGA #여자프로골프대회 #ESG"
